student_id,student_name,mail,specialization,machine_learning_ut1,machine_learning_ut2,machine_learning_mt1,machine_learning_mt2,machine_learning_attendance,machine_learning_assessments,machine_learning_internals,iot_ut1,iot_ut2,iot_mt1,iot_mt2,iot_attendance,iot_assessments,iot_internals,data_science_ut1,data_science_ut2,data_science_mt1,data_science_mt2,data_science_attendance,data_science_assessments,data_science_internals,cyber_security_ut1,cyber_security_ut2,cyber_security_mt1,cyber_security_mt2,cyber_security_attendance,cyber_security_assessments,cyber_security_internals,dbms_ut1,dbms_ut2,dbms_mt1,dbms_mt2,dbms_attendance,dbms_assessments,dbms_internals
7093,Lonnie Murray,vtu7093@veltech.edu.in,Artificial Intelligence,9,10,17,17,1,2,29.5,1,2,18,18,5,1,25.5,5,4,9,12,5,2,22,10,5,1,10,1,3,17,8,2,1,20,3,1,19.5
710,Anna Lozano,vtu710@veltech.edu.in,Data Analytics,10,6,5,6,5,1,19.5,2,4,20,12,4,5,28,9,7,10,10,5,3,26,2,6,11,14,5,3,24.5,5,3,10,14,5,3,24
5612,Katrina Johnson,vtu5612@veltech.edu.in,Artificial Intelligence,1,5,5,1,4,5,15,3,4,5,7,2,1,12.5,10,4,2,8,2,3,17,9,2,7,1,4,1,14.5,1,5,2,16,2,1,15
3139,Christine Walker,vtu3139@veltech.edu.in,Cyber Security,2,9,9,9,2,3,19.5,9,1,7,7,5,1,18,2,1,11,8,5,5,21,9,8,12,5,3,4,24,8,2,14,9,2,4,22.5
398,Michael Jones,vtu398@veltech.edu.in,Data Analytics,7,10,20,14,3,4,32.5,6,9,7,13,1,3,21.5,9,8,7,9,3,5,24.5,3,9,8,9,1,3,18.5,3,5,4,11,4,5,20.5
2456,Natasha Colon,vtu2456@veltech.edu.in,Artificial Intelligence,5,1,6,4,1,4,13,4,7,10,20,1,2,23.5,6,8,1,10,1,1,14.5,8,6,14,5,5,4,25.5,4,7,11,8,1,4,20
7794,Dustin Moran,vtu7794@veltech.edu.in,Artificial Intelligence,1,4,4,1,1,4,10,1,8,15,11,4,2,23.5,9,5,19,4,2,5,25.5,4,5,1,19,2,4,20.5,2,1,14,8,1,1,14.5
6173,Shane Smith,vtu6173@veltech.edu.in,Artificial Intelligence,6,6,1,18,2,2,19.5,10,2,2,1,1,1,9.5,5,4,14,4,3,4,20.5,8,9,16,8,4,1,25.5,10,5,1,8,5,2,19
9537,Amber Chapman,vtu9537@veltech.edu.in,General,6,1,13,17,3,4,25.5,3,4,16,3,2,1,16,7,3,1,4,3,1,11.5,8,3,14,13,1,2,22,8,2,7,20,4,4,26.5
5252,Dawn Williams,vtu5252@veltech.edu.in,General,8,4,9,15,2,4,24,6,5,8,15,5,3,25,9,9,15,20,2,4,32.5,1,1,18,9,5,4,23.5,5,6,7,11,5,4,23.5
1497,Donna Harrington,vtu1497@veltech.edu.in,General,8,9,1,6,1,2,15,8,10,14,9,5,5,30.5,1,1,2,4,5,3,12,4,5,16,16,1,5,26.5,9,4,17,14,4,4,30
7471,Julie Shaw,vtu7471@veltech.edu.in,Data Analytics,10,10,14,5,5,5,29.5,7,9,19,3,1,2,22,8,4,13,2,3,5,21.5,5,1,2,19,4,4,21.5,4,9,3,4,5,4,19
2610,Aimee Powell,vtu2610@veltech.edu.in,General,7,7,1,18,2,2,20.5,3,4,19,3,5,4,23.5,6,2,14,10,2,4,22,6,5,2,3,3,3,14,3,10,19,16,3,4,31
5476,Russell Martin,vtu5476@veltech.edu.in,Data Analytics,10,4,10,5,3,5,22.5,7,7,3,19,1,3,22,4,8,9,17,2,4,25,5,1,4,11,2,5,17.5,6,9,18,3,1,2,21
4098,Jonathan Rogers,vtu4098@veltech.edu.in,Cyber Security,6,6,4,16,4,5,25,5,7,19,2,4,2,22.5,5,3,2,10,2,1,13,5,1,4,8,5,3,17,3,3,17,7,2,2,19
5959,Tracy Holden,vtu5959@veltech.edu.in,Artificial Intelligence,7,7,1,1,4,4,16,4,9,20,20,5,5,36.5,2,2,10,15,4,2,20.5,7,6,19,20,3,3,32,2,9,12,9,3,4,23
6203,Tonya Pena,vtu6203@veltech.edu.in,Artificial Intelligence,5,3,1,13,2,4,17,5,2,7,13,2,1,16.5,3,2,1,19,1,5,18.5,10,6,13,16,1,4,27.5,10,1,5,20,2,5,25
71,Juan Marquez,vtu71@veltech.edu.in,Data Analytics,9,3,17,7,1,1,20,7,3,2,17,1,2,17.5,2,2,7,15,3,3,19,4,5,5,9,3,3,17.5,9,5,12,13,1,1,21.5
770,Timothy Clark,vtu770@veltech.edu.in,General,10,4,6,1,1,4,15.5,4,4,9,9,5,4,22,7,9,20,5,2,4,26.5,5,7,18,17,3,3,29.5,10,3,4,3,4,1,15
500,Eric Hensley,vtu500@veltech.edu.in,Cyber Security,3,2,13,8,1,2,16,5,10,6,3,5,1,18,10,10,19,2,3,3,26.5,7,9,16,10,3,1,25,3,7,2,15,3,5,21.5
3575,Vanessa Cook,vtu3575@veltech.edu.in,Data Analytics,9,3,16,10,5,1,25,10,2,20,9,1,3,24.5,9,3,3,14,5,2,21.5,6,9,7,11,3,5,24.5,2,10,16,19,5,5,33.5
5264,Joshua Bridges,vtu5264@veltech.edu.in,General,4,10,9,1,1,4,17,9,1,13,15,3,2,24,3,5,15,14,2,2,22.5,6,6,15,9,2,4,24,8,3,10,17,2,3,24
385,Mr. Thomas,vtu385@veltech.edu.in,Data Analytics,7,8,20,2,3,2,23.5,6,3,2,7,3,4,16,8,4,15,10,1,3,22.5,3,6,3,20,4,1,21,10,3,20,13,4,3,30
5957,Heidi Villa,vtu5957@veltech.edu.in,General,5,3,19,4,3,5,23.5,4,2,13,19,1,4,24,10,2,13,1,4,1,18,9,10,16,17,4,2,32,10,1,3,11,1,2,15.5
132,Crystal Rodriguez,vtu132@veltech.edu.in,General,5,10,6,17,1,4,24,10,9,6,5,1,1,17,3,1,13,18,2,3,22.5,4,6,18,18,4,4,31,9,10,10,10,5,4,28.5
3313,Alexander Knight,vtu3313@veltech.edu.in,General,8,9,10,18,3,4,29.5,7,10,20,15,1,2,29,4,2,19,11,4,3,25,6,10,1,14,1,2,18.5,4,2,10,12,1,4,19
5072,Zachary Chapman,vtu5072@veltech.edu.in,Cyber Security,2,9,5,10,5,5,23,9,4,14,14,3,1,24.5,3,4,4,9,2,2,14,7,7,19,8,2,2,24.5,3,2,18,13,3,2,23
2901,Jennifer Guerrero,vtu2901@veltech.edu.in,Artificial Intelligence,10,6,13,10,2,1,22.5,2,8,8,18,1,3,22,1,7,8,8,2,2,16,10,1,8,3,1,2,14,10,1,17,3,1,5,21.5
7880,Rachel Reed,vtu7880@veltech.edu.in,General,9,3,3,12,1,3,17.5,2,9,17,16,5,1,28,4,4,13,5,5,2,20,5,7,15,12,5,1,25.5,3,8,7,20,4,2,25
1085,Rebecca Vasquez,vtu1085@veltech.edu.in,Data Analytics,1,10,18,2,3,4,22.5,2,1,4,12,5,5,19.5,2,5,13,10,5,5,25,9,2,14,12,4,3,25.5,7,1,11,5,2,4,18
7110,Judy Baldwin,vtu7110@veltech.edu.in,General,6,1,11,6,1,5,18,4,2,9,13,3,5,22,9,4,4,14,2,5,22.5,1,1,7,9,1,2,12,2,1,15,9,5,5,23.5
2638,Carolyn Walker,vtu2638@veltech.edu.in,Cyber Security,7,5,9,9,5,1,21,10,4,6,11,5,1,21.5,4,5,20,6,1,3,21.5,9,3,19,8,4,5,28.5,2,1,20,8,3,2,20.5
791,Gerald Simmons,vtu791@veltech.edu.in,General,6,1,17,11,1,5,23.5,6,6,11,13,3,5,26,2,1,19,10,2,4,22,2,6,1,5,2,1,10,8,9,11,18,5,5,33
4845,Gabriel Boyd,vtu4845@veltech.edu.in,General,7,1,9,11,3,4,21,6,8,18,10,5,1,27,6,5,17,4,3,4,23,2,2,14,20,3,1,23,6,6,19,17,5,1,30
772,Alexander Powell,vtu772@veltech.edu.in,Data Analytics,7,7,11,18,5,5,31.5,5,9,17,6,5,4,27.5,10,9,14,1,1,2,20,1,1,6,13,1,1,12.5,5,1,9,9,5,3,20
2970,Samantha Watkins,vtu2970@veltech.edu.in,General,10,8,3,19,3,5,28,4,1,1,17,1,4,16.5,6,6,2,19,3,2,21.5,4,2,3,13,2,5,18,3,1,6,15,2,3,17.5
6695,Veronica Simpson,vtu6695@veltech.edu.in,Cyber Security,5,3,15,1,4,5,21,9,10,7,7,5,5,26.5,5,9,4,6,5,5,22,4,4,8,7,5,4,20.5,7,5,4,20,1,2,21
2208,Mitchell Mathews,vtu2208@veltech.edu.in,Cyber Security,3,8,1,15,4,5,22.5,2,3,2,5,4,1,11,4,8,5,15,3,4,23,5,1,6,1,4,2,12.5,1,10,2,11,1,5,18
6307,Michael Jensen,vtu6307@veltech.edu.in,Data Analytics,9,10,20,1,1,2,23,4,9,17,13,1,3,25.5,8,5,17,9,2,2,23.5,10,10,9,8,5,1,24.5,4,6,13,12,2,3,22.5
1559,Jacob Jackson,vtu1559@veltech.edu.in,Data Analytics,8,9,13,18,4,3,31,9,5,13,6,2,3,21.5,3,5,15,19,1,1,23,3,6,17,18,4,5,31,3,8,7,1,2,2,13.5
7876,Jessica Martin,vtu7876@veltech.edu.in,General,1,9,2,17,5,2,21.5,2,4,1,14,5,5,20.5,3,2,16,19,5,5,30,4,8,2,17,4,5,24.5,9,4,15,12,4,1,25
4093,Christian Ward,vtu4093@veltech.edu.in,Artificial Intelligence,8,10,20,8,4,4,31,2,7,14,18,5,3,28.5,7,8,18,1,2,1,20,6,7,5,15,4,4,24.5,8,7,16,14,4,2,28.5
8561,Stephanie Gray,vtu8561@veltech.edu.in,Artificial Intelligence,5,2,18,17,3,2,26,9,4,18,9,4,2,26,8,1,1,3,2,3,11.5,7,3,5,20,4,5,26.5,7,5,14,5,3,5,23.5
1338,Joseph Moore,vtu1338@veltech.edu.in,Artificial Intelligence,4,2,13,7,1,1,15,7,10,1,2,3,4,17,10,8,18,1,3,3,24.5,7,7,10,15,1,2,22.5,1,5,15,20,1,3,24.5
6408,Jessica Lopez,vtu6408@veltech.edu.in,Cyber Security,4,8,12,12,3,2,23,9,7,20,13,1,1,26.5,4,7,14,13,3,4,26,7,4,17,12,5,1,26,9,4,15,10,1,5,25
3731,Steven Hoffman,vtu3731@veltech.edu.in,Data Analytics,4,6,6,20,4,5,27,9,6,2,2,5,4,18.5,3,10,2,16,5,1,21.5,6,5,5,11,3,5,21.5,3,2,6,11,3,5,19
9638,Michael Rogers,vtu9638@veltech.edu.in,Cyber Security,8,2,14,4,5,2,21,9,2,8,6,3,2,17.5,9,7,15,18,3,1,28.5,9,4,14,2,2,1,17.5,5,8,7,4,2,2,16
9931,Ann Patton,vtu9931@veltech.edu.in,General,9,1,10,6,1,4,18,5,4,19,17,3,3,28.5,7,4,7,1,3,2,14.5,8,6,9,16,4,5,28.5,4,9,17,10,5,5,30
8190,Richard Best,vtu8190@veltech.edu.in,Artificial Intelligence,7,1,8,18,3,2,22,4,8,11,3,5,1,19,1,10,2,20,5,3,24.5,2,1,18,5,1,2,16,6,9,17,4,1,3,22
6506,Mark Walker,vtu6506@veltech.edu.in,Cyber Security,9,6,7,8,4,5,24,2,3,3,2,5,2,12,7,1,17,13,4,2,25,6,6,5,17,2,3,22,5,10,2,11,2,5,21
4837,Christopher Jones,vtu4837@veltech.edu.in,Artificial Intelligence,1,7,12,15,1,1,19.5,8,8,2,4,2,1,14,8,4,2,17,5,4,24.5,5,7,13,12,2,5,25.5,4,10,6,18,3,5,27
8642,Steven Morgan,vtu8642@veltech.edu.in,Cyber Security,5,3,1,18,2,4,19.5,1,4,19,17,5,5,30.5,2,3,10,15,4,2,21,2,4,16,3,4,3,19.5,10,8,14,15,2,2,27.5
276,Ian Ramos,vtu276@veltech.edu.in,Data Analytics,5,7,1,19,3,2,21,1,4,15,3,1,1,13.5,2,10,2,13,4,4,21.5,9,8,3,19,1,2,22.5,6,10,19,16,1,5,31.5
4269,Molly Nelson,vtu4269@veltech.edu.in,General,10,8,19,19,2,2,32,4,4,12,19,2,3,24.5,1,10,4,19,3,1,21,7,1,7,8,4,3,18.5,7,3,1,6,5,1,14.5
7280,Stacy Stone,vtu7280@veltech.edu.in,Cyber Security,3,4,9,13,3,1,18.5,8,9,3,19,4,4,27.5,9,7,14,16,5,3,31,8,8,15,7,2,5,26,9,4,3,18,3,4,24
4923,Frank Edwards,vtu4923@veltech.edu.in,Data Analytics,10,2,13,7,5,4,25,6,5,6,1,2,5,16,7,8,7,1,1,3,15.5,10,5,19,16,3,3,31,7,4,18,2,5,1,21.5
3245,Charles Scott,vtu3245@veltech.edu.in,Artificial Intelligence,10,8,8,9,4,4,25.5,6,8,11,20,4,3,29.5,7,2,12,3,5,5,22,3,7,20,9,4,3,26.5,4,3,12,8,5,4,22.5
3620,Karen Hunter,vtu3620@veltech.edu.in,Cyber Security,8,5,13,13,5,4,28.5,7,5,1,10,5,1,17.5,1,4,14,12,3,1,19.5,3,10,7,4,5,4,21,6,5,8,18,4,2,24.5
7433,Eric Taylor,vtu7433@veltech.edu.in,Artificial Intelligence,9,6,10,19,4,2,28,10,10,15,8,5,2,28.5,3,2,20,7,5,4,25,6,1,2,12,2,3,15.5,3,5,8,20,2,5,25
7689,Victor Bell,vtu7689@veltech.edu.in,General,6,2,2,1,5,4,14.5,8,10,18,7,5,2,28.5,2,9,19,2,2,3,21,10,1,20,8,4,3,26.5,7,4,11,15,5,2,25.5
8080,David Griffin,vtu8080@veltech.edu.in,General,4,9,7,2,1,3,15,9,9,10,10,5,4,28,4,6,20,7,4,5,27.5,1,10,18,15,2,2,26,6,2,13,16,1,1,20.5
948,Latoya Edwards,vtu948@veltech.edu.in,General,1,4,8,7,5,2,17,3,3,8,2,4,1,13,2,6,17,4,2,2,18.5,10,9,4,10,2,4,22.5,2,7,5,1,2,3,12.5
3482,Rebecca Dougherty,vtu3482@veltech.edu.in,Cyber Security,6,8,9,8,5,2,22.5,3,8,8,4,2,1,14.5,10,10,15,7,3,2,26,10,8,14,4,3,1,22,7,4,4,10,4,4,20.5
7407,Michael Nunez,vtu7407@veltech.edu.in,Cyber Security,6,7,7,10,2,4,21,3,1,9,14,1,5,19.5,3,8,10,20,1,4,25.5,6,2,3,9,4,1,15,1,4,5,8,5,4,18
8836,Michael Michael,vtu8836@veltech.edu.in,Artificial Intelligence,1,5,2,9,4,3,15.5,6,2,12,17,3,4,25.5,8,9,1,5,5,2,18.5,10,7,2,18,2,2,22.5,8,7,16,4,3,5,25.5
9207,Jamie Rush,vtu9207@veltech.edu.in,Data Analytics,9,8,6,5,3,1,18,7,9,11,20,3,2,28.5,5,6,16,19,4,5,32,1,2,19,11,2,4,22.5,10,2,20,13,3,2,27.5
5225,April Garcia,vtu5225@veltech.edu.in,General,10,10,17,15,2,4,32,5,8,5,8,5,4,22,2,8,20,20,4,3,32,1,6,20,9,1,5,24,10,9,16,17,5,4,35
5059,Sara Bates,vtu5059@veltech.edu.in,Artificial Intelligence,7,7,13,18,5,3,30.5,8,8,16,13,2,3,27.5,8,1,5,4,2,5,16,2,5,12,7,5,4,22,9,5,3,4,3,3,16.5
7067,Blake Taylor,vtu7067@veltech.edu.in,Artificial Intelligence,3,4,9,8,5,3,20,9,6,16,6,3,2,23.5,8,3,17,11,4,3,26.5,2,3,8,2,1,2,10.5,3,2,5,12,1,4,16
198,Destiny Taylor,vtu198@veltech.edu.in,General,3,9,5,17,3,3,23,5,10,4,4,5,4,20.5,8,2,1,8,4,5,18.5,4,7,6,19,5,2,25,5,3,1,10,4,3,16.5
8504,Levi Stone,vtu8504@veltech.edu.in,Cyber Security,9,6,16,12,5,1,27.5,7,1,7,9,4,3,19,9,7,17,17,4,2,31,7,6,11,14,2,3,24,1,9,9,8,4,1,18.5
3066,Daniel Bradford,vtu3066@veltech.edu.in,Cyber Security,4,5,15,9,3,4,23.5,2,4,2,11,5,5,19.5,1,3,4,6,4,5,16,3,1,7,5,4,2,14,8,7,5,10,3,5,23
7908,Melanie Cowan,vtu7908@veltech.edu.in,General,5,2,19,20,5,1,29,6,9,13,5,5,5,26.5,5,9,16,20,1,5,31,6,2,4,2,2,3,12,9,3,19,8,4,2,25.5
2576,Stephen Robertson,vtu2576@veltech.edu.in,General,2,10,15,9,3,4,25,7,2,2,5,3,1,12,9,1,12,15,2,2,22.5,7,6,13,8,3,4,24,1,4,20,18,1,4,26.5
9026,Sara Bryan,vtu9026@veltech.edu.in,Artificial Intelligence,6,8,18,17,2,5,31.5,6,1,7,7,5,3,18.5,6,1,14,1,3,4,18,6,2,17,14,5,3,27.5,3,5,10,16,2,4,23
5778,Thomas Keller,vtu5778@veltech.edu.in,General,1,4,13,9,3,5,21.5,9,4,3,17,1,2,19.5,2,3,2,9,3,4,15,3,9,16,7,3,4,24.5,2,3,3,14,4,4,19
7830,Michael Nguyen,vtu7830@veltech.edu.in,Artificial Intelligence,1,4,14,12,4,3,22.5,8,5,17,20,4,5,34,6,1,11,16,3,5,25,9,1,19,17,3,4,30,2,9,6,15,3,5,24
8610,Michelle Murphy,vtu8610@veltech.edu.in,Cyber Security,4,5,4,16,1,3,18.5,10,2,10,11,4,4,24.5,9,7,18,7,2,4,26.5,7,5,5,13,4,2,21,10,7,1,19,3,4,25.5
8039,Deanna Hughes,vtu8039@veltech.edu.in,Data Analytics,7,10,2,15,4,2,23,9,8,19,2,2,1,22,2,9,3,15,1,4,19.5,7,3,3,15,4,1,19,7,3,18,11,2,2,23.5
8042,Matthew Ward,vtu8042@veltech.edu.in,Artificial Intelligence,3,1,18,2,2,4,18,1,9,16,13,5,3,27.5,10,9,1,15,2,4,23.5,5,6,4,10,1,4,17.5,9,1,15,11,1,5,24
1421,Lauren Mason,vtu1421@veltech.edu.in,Artificial Intelligence,7,10,11,12,4,1,25,9,9,15,8,1,3,24.5,9,4,1,13,4,3,20.5,9,7,8,1,3,1,16.5,10,10,6,3,5,3,22.5
4811,Brandon Hunter,vtu4811@veltech.edu.in,Cyber Security,6,6,8,6,5,1,19,2,9,6,14,3,5,23.5,2,3,9,5,2,3,14.5,10,3,4,12,4,4,22.5,10,1,3,19,4,5,25.5
7500,Zachary Le,vtu7500@veltech.edu.in,General,9,3,4,17,2,1,19.5,1,6,6,18,2,5,22.5,7,9,12,19,4,2,29.5,7,10,4,5,2,5,20,2,4,14,11,4,4,23.5
7106,Danielle Maxwell,vtu7106@veltech.edu.in,Cyber Security,1,6,4,4,3,1,11.5,9,1,11,17,5,5,29,2,8,10,3,5,2,18.5,2,4,15,4,1,1,14.5,5,2,2,9,5,1,15
8762,Shane Santiago,vtu8762@veltech.edu.in,Data Analytics,7,7,2,6,1,4,16,9,8,15,1,5,4,25.5,6,8,1,3,4,4,17,10,1,16,12,2,3,24.5,9,6,2,16,1,4,21.5
3639,Michelle Carey,vtu3639@veltech.edu.in,Artificial Intelligence,1,2,16,4,4,2,17.5,2,8,9,20,3,1,23.5,3,7,5,7,3,5,19,3,1,19,13,4,2,24,3,2,18,2,1,2,15.5
5459,Stacey Gray,vtu5459@veltech.edu.in,Cyber Security,3,3,12,11,1,2,17.5,5,2,4,6,4,3,15.5,1,3,13,17,1,1,19,4,8,6,3,2,4,16.5,4,3,12,7,2,5,20
7140,Stephen Rasmussen,vtu7140@veltech.edu.in,Artificial Intelligence,8,9,16,19,5,4,35,8,1,18,14,3,2,25.5,10,1,20,20,4,2,31.5,7,6,12,8,3,5,24.5,3,9,9,1,1,4,16
1227,Crystal Williams,vtu1227@veltech.edu.in,Cyber Security,1,4,16,9,5,3,23,4,5,3,12,5,4,21,1,3,14,13,2,4,21.5,8,9,8,20,3,4,29.5,8,5,2,3,5,5,19
2542,Dale Peterson,vtu2542@veltech.edu.in,General,3,9,5,7,4,1,17,3,8,16,6,1,2,19.5,1,10,6,3,4,2,16,9,9,10,16,5,1,28,3,7,17,8,5,2,24.5
6909,Andrew Ross,vtu6909@veltech.edu.in,General,9,9,14,5,1,5,24.5,9,1,9,1,5,2,17,7,9,1,3,5,4,19,5,8,2,2,3,2,13.5,1,5,4,1,2,1,8.5
7125,Adrian Thompson,vtu7125@veltech.edu.in,Data Analytics,9,3,17,12,3,4,27.5,3,7,19,5,3,4,24,9,7,5,10,2,2,19.5,1,9,17,17,3,4,29,5,7,6,11,2,2,18.5
8210,Travis Galvan,vtu8210@veltech.edu.in,Artificial Intelligence,9,7,10,18,2,1,25,8,7,3,7,5,5,22.5,7,2,7,12,2,1,17,10,8,10,7,3,2,22.5,9,7,8,18,5,4,30
2938,Sergio Diaz,vtu2938@veltech.edu.in,Cyber Security,1,9,1,15,1,3,17,10,8,3,12,4,2,22.5,1,8,2,8,2,2,13.5,2,6,9,4,1,2,13.5,3,7,19,12,5,4,29.5
4493,Amy Hebert,vtu4493@veltech.edu.in,General,10,4,4,2,5,5,20,10,4,1,15,5,5,25,10,9,15,1,2,4,23.5,2,7,14,15,3,3,25,1,3,10,6,5,2,17
9342,Eric Anderson,vtu9342@veltech.edu.in,Cyber Security,3,2,18,11,4,2,23,6,4,11,2,5,1,17.5,10,6,6,5,4,4,21.5,7,10,14,11,1,4,26,5,1,12,15,2,1,19.5
1904,Cameron Gonzalez,vtu1904@veltech.edu.in,Data Analytics,4,5,17,6,3,4,23,2,7,4,17,5,5,25,1,10,13,13,2,2,22.5,4,3,18,11,5,1,24,5,4,9,20,4,2,25
7308,Danielle Lane,vtu7308@veltech.edu.in,Cyber Security,9,2,10,19,4,2,26,3,6,2,10,2,3,15.5,2,3,5,5,3,1,11.5,2,9,4,3,4,4,17,1,6,12,7,1,5,19
9014,William Ramos,vtu9014@veltech.edu.in,Artificial Intelligence,4,8,6,6,4,1,17,9,6,9,17,4,3,27.5,2,6,4,13,2,1,15.5,7,1,8,3,1,4,14.5,4,1,8,10,5,1,17.5
6721,Maria Paul,vtu6721@veltech.edu.in,Artificial Intelligence,6,10,19,16,3,5,33.5,5,6,7,8,1,4,18,4,7,18,1,1,1,17,3,3,9,10,1,1,14.5,3,6,13,17,2,5,26.5
5032,Randall Anderson,vtu5032@veltech.edu.in,General,6,6,19,8,2,1,22.5,3,7,1,11,4,3,18,3,1,11,20,2,2,21.5,6,1,19,13,3,5,27.5,6,3,8,9,5,5,23
480,Bryan Schneider,vtu480@veltech.edu.in,Data Analytics,9,2,1,3,3,3,13.5,10,5,20,14,4,1,29.5,10,3,12,20,2,3,27.5,9,7,7,20,2,4,27.5,9,10,1,2,2,5,18
336,Catherine Ferguson,vtu336@veltech.edu.in,Artificial Intelligence,3,10,1,9,3,2,16.5,3,9,13,12,2,1,21.5,1,4,19,9,1,1,18.5,10,6,7,16,4,5,28.5,2,10,1,9,5,1,17
9861,Crystal Romero,vtu9861@veltech.edu.in,General,1,9,7,2,3,4,16.5,9,7,14,17,5,2,30.5,1,7,20,17,5,2,29.5,4,2,19,7,4,2,22,7,8,9,8,1,2,19
6090,Charles Craig,vtu6090@veltech.edu.in,General,3,3,15,12,1,1,18.5,8,7,2,18,2,2,21.5,5,4,9,18,1,3,22,10,2,18,14,3,2,27,9,4,16,12,1,2,23.5
6674,Ryan Evans,vtu6674@veltech.edu.in,Data Analytics,3,10,13,8,5,2,24,9,6,1,13,5,3,22.5,7,2,20,8,1,5,24.5,8,1,11,15,3,1,21.5,10,8,1,8,4,3,20.5
5034,Diana Johnson,vtu5034@veltech.edu.in,General,4,9,20,14,3,1,27.5,2,10,15,4,5,2,22.5,1,3,9,1,1,3,11,4,1,7,1,4,3,13.5,7,10,6,7,1,3,19
820,Jay Calderon,vtu820@veltech.edu.in,General,5,7,6,4,2,1,14,6,5,16,17,4,3,29,7,1,8,8,3,5,20,8,10,3,5,5,4,22,4,5,3,20,2,4,22
2074,George Reese,vtu2074@veltech.edu.in,General,2,8,14,13,4,4,26.5,8,8,8,1,2,3,17.5,10,2,15,12,5,1,25.5,2,7,10,2,2,1,13.5,2,7,16,11,3,5,26
4834,Jeffery Carney,vtu4834@veltech.edu.in,Data Analytics,9,1,19,4,2,3,21.5,2,5,9,19,4,1,22.5,1,9,8,9,1,2,16.5,9,8,10,5,1,2,19,1,6,14,4,4,5,21.5
1347,Dustin Lynn,vtu1347@veltech.edu.in,Artificial Intelligence,6,10,20,14,4,4,33,4,10,1,4,5,4,18.5,10,5,15,9,4,1,24.5,5,2,13,7,2,1,16.5,10,9,18,11,1,5,30
2797,Amanda Cowan,vtu2797@veltech.edu.in,Data Analytics,9,10,4,13,4,3,25,6,3,11,18,4,3,26,2,8,4,15,4,2,20.5,10,2,11,19,4,3,28,8,9,2,16,1,1,19.5
1743,Brian Estrada,vtu1743@veltech.edu.in,Artificial Intelligence,2,6,20,18,2,3,28,10,6,17,16,5,3,32.5,10,3,13,6,3,4,23,6,2,18,10,4,2,24,2,1,15,2,3,5,18
626,Jordan Rubio,vtu626@veltech.edu.in,Cyber Security,2,7,8,2,1,4,14.5,3,8,3,2,1,2,11,1,10,13,5,1,2,17.5,5,6,11,20,4,1,26,5,6,5,6,4,4,19
8481,Travis Ingram,vtu8481@veltech.edu.in,Data Analytics,3,10,1,14,5,3,22,3,2,7,2,4,5,16,1,9,6,13,2,5,21.5,6,6,11,3,3,3,19,7,4,11,5,3,1,17.5
2649,Jared Ewing,vtu2649@veltech.edu.in,Data Analytics,6,5,2,8,5,5,20.5,7,3,18,3,4,1,20.5,2,3,18,5,1,1,16,1,3,1,6,3,4,12.5,7,2,10,6,5,3,20.5
5038,Kelly Wilson,vtu5038@veltech.edu.in,Artificial Intelligence,1,2,9,11,4,1,16.5,5,10,19,6,2,5,27,10,2,17,14,4,3,28.5,3,6,9,14,4,5,25,2,1,8,3,1,2,10
3127,Christian Chavez,vtu3127@veltech.edu.in,Cyber Security,7,1,16,11,4,4,25.5,2,5,13,20,4,4,28,3,5,5,19,5,2,23,2,6,7,2,5,4,17.5,8,3,16,13,4,5,29
8012,Travis Williams,vtu8012@veltech.edu.in,Cyber Security,5,2,8,4,5,4,18.5,5,10,20,20,5,3,35.5,2,9,10,8,1,2,17.5,4,7,12,17,3,3,26,4,10,10,20,1,2,25
508,Brian Cooper,vtu508@veltech.edu.in,General,10,1,18,20,3,3,30.5,8,1,4,15,5,5,24,8,3,10,3,5,5,22,8,4,1,2,4,4,15.5,8,9,10,18,3,5,30.5
1581,Tony Pierce,vtu1581@veltech.edu.in,Data Analytics,7,6,14,20,2,1,26.5,3,2,13,2,3,5,18,8,10,1,18,5,2,25.5,6,1,5,10,1,3,15,6,9,7,11,4,2,22.5
8821,Marisa Norman,vtu8821@veltech.edu.in,Artificial Intelligence,2,5,2,12,3,1,14.5,8,7,13,5,3,4,23.5,2,8,20,7,2,1,21.5,6,3,8,17,3,3,23,2,7,13,12,2,5,24
4614,Brett Taylor,vtu4614@veltech.edu.in,Artificial Intelligence,4,9,1,8,3,3,17,6,10,6,10,1,2,19,4,2,9,14,4,1,19.5,2,10,2,3,3,4,15.5,4,1,6,18,4,4,22.5
7034,Lawrence Alexander,vtu7034@veltech.edu.in,Artificial Intelligence,1,7,4,16,2,2,18,8,8,17,3,4,5,27,10,7,4,18,2,5,26.5,10,4,8,12,3,1,21,5,8,16,18,2,4,29.5
3700,Jacob Henry,vtu3700@veltech.edu.in,Cyber Security,1,9,10,1,5,3,18.5,5,8,9,3,5,4,21.5,5,5,14,18,4,2,27,1,9,12,17,4,1,24.5,5,2,17,6,1,4,20
1912,Amanda Hill,vtu1912@veltech.edu.in,General,6,8,15,19,1,3,28,2,8,4,4,3,2,14,3,7,13,7,2,3,20,4,7,9,5,1,4,17.5,1,4,9,18,5,2,23
5930,Richard Yu,vtu5930@veltech.edu.in,Data Analytics,2,9,9,16,4,2,24,1,6,10,11,3,5,22,5,5,6,3,1,2,12.5,5,8,10,19,5,2,28,7,3,19,1,5,5,25
